"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&interval=Permian,Ladinian&private"
"Access Time","Fri 2024-10-25 09:23:12 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","interval","Permian,Ladinian"
"","timerule","major"
"","private","1"
"Elapsed Time","3.12"
"Records Found","3667"
"Records Returned","3667"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","Dunkard","Greene","mdidle","""limestone""","293.52","290.1","US","1","1"
"str","Dunkard","Greene","middle","""limestone"",sandstone","293.52","290.1","US","9","9"
"str","Dunkard","Greene","Niniveh Limestone","","293.52","290.1","US","1","2"
"str","Dunkard","Greene","upper","""limestone""","293.52","290.1","US","7","7"
"str","Dunkard","Greene","Upper Dallas","""limestone""","298.9","286.1","US","1","1"
"str","Dunkard","Greene","Windy Gap","""limestone""","298.9","290.1","US","1","1"
"str","Dunkard","Washington","","""limestone"",""limestone""/""shale""","293.52","286.1","US","5","5"
"str","Dunkard","Washington","lower","""limestone""","307.4","290.1","US","1","1"
"str","Dunkard","Washington","Upper Marietta Sandstone","""limestone""","298.9","293.52","US","1","1"
"str","Dunkard","Waynesburg","","sandstone","298.9","251.902","US","1","1"
"str","Dunkard","Waynesburg","Cassville Shale","""shale""","298.9","293.52","US","1","1"
"str","Dunkard","Waynesburg","Colvin Limestone","","298.9","290.1","US","1","1"
"str","Duruma","Maji-Ya-Chumvi","","sandstone","251.902","247.2","KE","1","1"
"str","Dwyka","","","""shale""","303.7","290.1","ZA","1","1"
"str","Dwyka Shale","Ganigobis","","""shale""","290.1","259.51","NA,ZA","2","2"
"str","Dzhigdali","Khalali","Rodionovskii","""siliciclastic""","283.5","273.01","RU","1","2"
"str","Ecca","","","""shale"",""shale""/coal,mudstone","266.9","264.28","CD,UG,ZA,ZW","5","10"
"str","Ecca","Kookfontein","","","283.5","273.01","ZA","1","1"
"str","Ecca","Laingsburg","","mudstone","264.28","259.51","ZA","1","1"
"str","Ecca","Luwumbu Coal & Madumabisa Mudstone","","","273.01","259.51","ZM","1","15"
"str","Ecca","Waterford","","""limestone""","266.9","264.28","ZA","1","5"
"str","Ecca","Whitehill","","""shale"",dolomite,marl,mudstone","283.5","273.01","NA,ZA","18","24"
"str","El Reno","Chickasha","","""shale"",""shale""/sandstone,conglomerate/sandstone,mudstone/sandstone,sandstone,sandstone/""shale"",sandstone/conglomerate,siltstone/conglomerate","273.01","264.28","US","12","37"
"str","El Reno","Duncan","","sandstone","283.5","266.9","US","1","1"
"str","El Reno","Flowerpot","","""shale"",mudstone/sandstone","264.28","259.51","US","3","64"
"str","Erunakovskaya","Gramoteinskaya","","""siliciclastic""","259.51","254.14","RU","2","69"
"str","Erunakovskaya","Leninskaya","","""siliciclastic""","259.51","254.14","RU","2","3"
"str","Etivluk","Otuk","","chert","242","237","US","2","11"
"str","Etivluk","Siksikpuk","","""shale""","286.1","273.01","US","1","6"
"str","EZ1","Lower Magnesium Limestone","","""limestone""","259.51","254.14","UK","2","48"
"str","Feilden","","","""limestone""","298.9","251.902","CA","1","12"
"str","Foldvik Creek","","","""siliciclastic""","259.51","254.14","GL","2","4"
"str","Fukumoto","","","""siliciclastic""","251.2","242","JP","3","4"
"str","Fukumoto","Kusano","","","251.902","247.2","JP","1","2"
"str","Gamskaya","Yarenskian","","","251.2","247.2","RU","1","7"
"str","Gipsdalen","","","""limestone""/grainstone,grainstone,packstone","298.9","290.1","NO","3","22"
"str","Gipsdalen","Hambergfjellet","","wackestone/sandstone","290.1","283.5","NO","1","7"
"str","Gipsdalen","Orn","","bafflestone/bindstone,bafflestone/framestone,grainstone,wackestone/packstone","293.52","290.1","NO","4","32"
"str","Gipsdalen","Treskelodden","","conglomerate/sandstone","293.52","290.1","SJ","1","1"
"str","Gipsdalen","Wordiekammen","Tyrrellfjellet","""reef rocks""/wackestone,wackestone,wackestone/packstone","293.52","290.1","SJ","4","32"
"str","Glan","Altengan","","""carbonate""","298.9","293.52","DE","1","1"
"str","Glan","Meisenheim","","mudstone","298.9","290.1","DE","1","1"
"str","Glan","Meisenheim","M10","sandstone","298.9","293.52","DE","1","2"
"str","Golden Valley","","","","293.52","290.1","AU","1","2"
"str","Golden Valley","Billop","","""siliciclastic"",sandstone","293.52","290.1","AU","3","7"
"str","Golden Valley","Glencoe","","mudstone","293.52","290.1","AU","1","8"
"str","Golden Valley","Inglis","","""siliciclastic""","293.52","290.1","AU","1","6"
"str","Golden Valley","Quamby","","mudstone","298.9","293.52","AU","1","1"
"str","Gondwana","Kundaram","","sandstone/mudstone","259.51","254.14","IN","1","9"
"str","Gondwana","Raniganj","","sandstone","259.51","251.902","IN","1","1"
"str","Grant","Carolyn","Wye Worry","sandstone/claystone","293.52","290.1","AU","1","5"
"str","Grès Rouge","M1-M2","","siltstone/mudstone","290.1","273.01","FR","1","2"
"str","Guata","","","","290.1","283.5","BR","4","32"
"str","Guata","Rio Bonito","","""shale""","290.1","273.01","BR","5","57"
"str","Gympie","","","""siliciclastic""","290.1","283.5","AU","2","2"
"str","Hallstatt Facies","Lercheck Limestone","","""limestone""","242","237","DE","1","2"
"str","Hamrat Duru","Zulla","Radiolarian Chert","chert","239.7","237","OM","1","8"
"str","Hantaishan","","","""limestone""","248.9","247.2","CN","3","49"
"str","Harper Ranch","","","""limestone""","290.1","283.5","CA","6","89"
"str","Harper Ranch","McGregor Creek","","""limestone"",wackestone","266.9","264.28","CA","4","44"
"str","Hennessey","","","siltstone","283.5","273.01","US","2","2"
"str","Hennessey","Fairmont Shale","","""siliciclastic""","286.1","273.01","US","1","1"
"str","Hermosa","Honaker Trail","","","298.9","286.1","US","1","1"
"str","Huangcha","","","","247.2","237","CN","1","3"
"str","Hueco","","","""limestone""","298.9","283.5","US","2","7"
"str","Hueco","Robledo Mountains","","","298.9","286.1","US","1","1"
"str","Hutian","","","""limestone""","293.52","290.1","CN","5","49"
"str","Il'inskaya","","","""siliciclastic""","266.9","259.51","RU","1","1"
"str","Il'inskaya","Uskat","","""siliciclastic""","273.01","266.9","RU","1","1"
"str","Inai","","","""shale""/sandstone","247.2","242","JP","1","1"
"str","Inai","Fukkoshi","","sandstone/""shale""","251.902","247.2","JP","1","1"
"str","Inai","Hiraiso","","sandstone","248.9","247.2","JP","1","1"
"str","Inai","Osawa","","""shale"",sandstone/""shale""","251.2","247.2","JP","2","2"
"str","Independencia","San Miguel","","sandstone/claystone","290.1","283.5","PY","1","2"
"str","Ishbel","","","sandstone","290.1","283.5","CA","1","1"
"str","Isla Soledao","B. Choiseul","","","293.52","283.5","FA","1","13"
"str","Itarare","","","","293.52","290.1","BR","9","87"
"str","Itararé","Campo Mourão","Lontras Shale","""shale""","298.9","293.52","BR","1","1"
"str","Itararé","Rio do Sol","","""shale""","298.9","290.1","BR","1","3"
"str","Itararè","Rio do Sul","Lontras Shale","""shale""","298.9","290.1","BR","1","1"
"str","Itararé","San Gregorio","","""siliciclastic""","298.9","293.52","UY","1","1"
"str","Itarare","Taciba","","""shale""","298.9","293.52","BR","3","7"
"str","Itararé","Taciba","Passinho Shale","""shale""","293.52","290.1","BR","1","1"
"str","Izégouandane","Moradi","","claystone/conglomerate,mudstone,mudstone/conglomerate,mudstone/sandstone","254.14","251.902","NE","5","13"
"str","Jijicao","Lucaogou","","","273.01","259.51","CN","1","6"
"str","Jilicao","Guodikeng","","","254.14","251.902","CN","1","1"
"str","Junzihe","Dajialian","","""limestone"",""limestone""/sandstone,lime mudstone","247.2","242","CN","25","250"
"str","Junzihe","Qieerma","","siltstone/sandstone","247.2","242","CN","3","7"
"str","Kaeng Krachan","Khao Phra","","""limestone""","290.1","283.5","TH","1","1"
"str","Kaixinling","","","""shale"",lime mudstone","276.5","266.9","CN","2","22"
"str","Kamthi","","","","259.51","251.902","IN","7","44"
"str","Kanokura","Hoso-o","Unit 1","""shale""","273.01","266.9","JP","1","1"
"str","Kanokuran","","","""shale""","259.51","254.14","JP","1","3"
"str","Kapp Toscana","Tschermakfjellet","","""shale"",claystone,sandstone","239.7","237","SJ","3","23"
"str","Karoo","Hatambulo","Sumbadgi","","266.9","251.902","TZ","1","7"
"str","Karoo","Omingonde","","""shale"",""shale""/conglomerate","247.2","237","NA","6","7"
"str","Karoo","Omingonde","Upper","""shale"",conglomerate,sandstone,siltstone","247.2","237","NA","17","17"
"str","Kazan","Kamyshla","","""siliciclastic""","273.01","266.9","RU","1","2"
"str","Kazan","Morkvashi","Perekhodnaya","dolomite","266.9","264.28","RU","2","35"
"str","Kazan","Pechishchi","","dolomite","266.9","264.28","RU","1","29"
"str","Kazan","Pechishchi","Podboi","dolomite/""shale""","266.9","264.28","RU","1","3"
"str","Kazan","Pechishchi","Seryi Kamen","dolomite","273.01","266.9","RU","1","29"
"str","Kazan","Prikazan","","dolomite","266.9","264.28","RU","1","20"
"str","Kazan","Prikazan","Sloistyi Kamen","dolomite","266.9","264.28","RU","1","12"
"str","Kazan","Prikazan","Yadrenyi Kamen","dolomite","266.9","264.28","RU","2","29"
"str","Kazan","Verkhnii Uslon","","dolomite","266.9","264.28","RU","1","42"
"str","Kazan","Verkhnii Uslon","Opoki","dolomite/marl","266.9","264.28","RU","1","8"
"str","Kazan","Verkhnii Uslon","Podluzhnik","dolomite","266.9","264.28","RU","1","11"
"str","Keuper","Erfurt","","marl","239.7","237","DE","2","2"
"str","Keuper","Erfurt","Bairdienkalk","""limestone""","242","237","DE","1","1"
"str","Keuper","Erfurt","Grenzdolomit","dolomite","242","237","DE","1","1"
"str","Keuper","Erfurt","Lettenkeuper","""mixed carbonate-siliciclastic"",""shale""","239.7","237","DE","2","7"
"str","Keuper","Erfurt","Lower Lettenkeuper","""shale"",claystone,sandstone","239.7","237","DE","4","8"
"str","Keuper","Erfurt","Sandige Pflanzenschiefer","marl","239.7","237","DE","1","1"
"str","Keuper","Erfurt","Untere Graue Mergel","marl,mudstone","242","237","DE","2","10"
"str","Keuper","Erfurt","Upper Lettenkeuper","claystone,marl,marl/dolomite,sandstone","239.7","237","DE","9","72"
"str","Keuper","Erfurt","Werksandstein","","242","237","DE","1","1"
"str","Khan","Chili","","""limestone""","293.52","290.1","IR","38","111"
"str","Khanuiskaya Series","","","","273.01","266.9","MN","1","9"
"str","Khorat Series","","","""limestone""","248.9","247.2","TH","1","6"
"str","Kobangsan Series","","","","283.5","251.902","KP,KR","2","47"
"str","Kojol Series","","","","298.9","251.902","KP","1","5"
"str","Konvunchana","Bugarikta","Dvuroginskii","siltstone/claystone","259.51","247.2","RU","3","7"
"str","Kotelnich","Urpalov","Shestakovy","claystone/sandstone","264.28","259.51","RU","1","3"
"str","Kotelnich","Urpalov","Vanyushonki","claystone/sandstone","264.28","259.51","RU","1","17"
"str","Kuling","","","sandstone","259.51","254.14","IN","8","21"
"str","Kuling","Gechang","","sandstone,sandstone/conglomerate","259.51","254.14","IN","2","5"
"str","Kuling","Gungri","","""shale"",sandstone","259.51","254.14","IN","18","40"
"str","Kuriwao","","","","259.51","251.902","NZ","1","1"
"str","Kuriwao","Pine Bush","","""limestone""","259.51","254.14","NZ","2","7"
"str","Kuzu Complex","","","chert","248.9","247.2","JP","7","83"
"str","Laba","","","chert","254.14","251.902","CN","23","142"
"str","Lampang","Chaiburi","Phukhaothong Dolomite","dolomite","251.2","242","TH","1","22"
"str","Lampang","Doi Long","","""limestone""/dolomite","242","237","TH","1","1"
"str","Lampang","Hong Hoi","","""siliciclastic""/""limestone""","242","237","TH","3","8"
"str","Lampang","Pha Daeng","","""siliciclastic""/siltstone","242","237","TH","1","3"
"str","Lampang","Pha Khan","","""limestone""/""shale""","247.2","242","TH","1","3"
"str","Lampang","Phra That","","""siliciclastic""","251.2","247.2","TH","1","3"
"str","Lansing","Stanton Limestone","South Bend Limestone","""limestone""","304.8","287.6","US","1","1"
"str","Lee River","Rai","","sandstone","290.1","283.5","NZ","1","1"
"str","Leine","Grey Pelite","","mudstone","259.51","251.902","PL","1","22"
"str","Leine","Main Anhydrite","","evaporite/mudstone","259.51","251.902","PL","1","59"
"str","Leine","Platy Dolomite","","dolomite/""limestone""","259.51","251.902","PL","1","13"
"str","LeMay","Mount King","","mudstone/sandstone","293.52","290.1","AA","1","3"
"str","Lilang","","","","247.2","242","IN","13","163"
"str","Lingwen","","","","251.902","247.2","CN","1","21"
"str","Liveringa","","","","266.9","259.51","AU","1","13"
"str","Liveringa","Hardman","Cherrabun","""siliciclastic""","259.51","254.14","AU","2","4"
"str","Liveringa","Hardman","Kirkby Range","sandstone","259.51","254.14","AU","1","7"
"str","Los Menucos","Vera","","sandstone","259.51","247.2","AR","3","11"
"str","Lower","","","","242","237","DE","1","3"
"str","Lower Buntsandstein","","","sandstone","251.902","251.2","PL","1","1"
"str","Lower Buntsandstein","Bernburg","Eck Conglomerate","conglomerate","251.902","251.2","DE","1","1"
"str","Lower Cangfanggou","","","","254.14","251.902","CN","3","41"
"str","Lower Ecca","Pietermaritzburg","","","290.1","273.01","ZA","1","2"
"str","Lower Evaporite (EZ2)","Permian Middle Marl","","marl","259.51","251.902","UK","1","9"
"str","Lower Jijicao","","","","266.9","259.51","CN","1","2"
"str","Lower Karoo","Madumabisa Mudstone","Upper","","259.51","251.902","ZM","8","8"
"str","Lower Lukuga","Schistes noirs","","","293.52","290.1","CD","2","6"
"str","Lower Lukuga","Schistes noirs de Walikale","","","298.9","293.52","CD","1","4"
"str","Lower Pechorskaya Series","Intiskaya Suite","","","273.01","259.51","RU","1","9"
"str","Lower Rotliegend","Mesenheim","Odernheim","","298.9","283.5","DE","5","5"
"str","Lower Yangtze Block","Changxing","Baoqing","""limestone""/claystone","254.14","251.902","CN","3","22"
"str","Lower Yangtze Block","Changxing","Meishan","""limestone""/claystone","254.14","251.902","CN","2","6"
"str","Lyons","","","""siliciclastic"",sandstone","293.52","290.1","AU","27","64"
"str","Mae Sariang","","","chert","242","237","TH","6","77"
"str","Maizuru","","","""limestone"",""siliciclastic"",conglomerate,mudstone,sandstone","254.14","251.902","JP","23","157"
"str","Maizuru","Nukada","","""limestone""","259.51","251.902","JP","1","1"
"str","Maizuru","Nukata","""Takauchi Limestone""","""limestone""","259.51","254.14","JP","1","3"
"str","Maizuru","Takauchi","","""limestone""","259.51","254.14","JP","1","10"
"str","Maizuru","Tatsuno","","""shale"",siltstone/""shale""","259.51","254.14","JP","8","109"
"str","Mannering","Rose","","mudstone","259.51","251.902","NZ","1","1"
"str","Manning","","","""siliciclastic""","290.1","283.5","AU","1","1"
"str","Manning","Colraine","","""siliciclastic""","290.1","283.5","AU","1","1"
"str","Manzano","","","""limestone""","298.9","273.01","US","1","1"
"str","Masseys Creek","","","""siliciclastic""","293.52","290.1","AU","1","5"
"str","Masseys Creek","Swifts Jetty Sandstone","","""siliciclastic"",sandstone","293.52","290.1","AU","2","19"
"str","Mauchline Volcanic","","","mudstone/sandstone","298.9","283.5","UK","1","7"
"str","Meliata","","","radiolarite","243.8","239.7","SK","1","6"
"str","Mercia Mudstone","","","sandstone,sandstone/claystone","251.902","247.2","UK","2","14"
"str","Mercia Mudstone","Auchenhew Mudstone","","mudstone,sandstone","242","237","UK","12","12"
"str","Mercia Mudstone","Keuper Waterstones","","sandstone","247.2","242","UK","3","8"
"str","Mercia Mudstone","Tarporley Siltstone","","sandstone","247.2","242","UK","1","4"
"str","Mercia Mudstone","Tarporley Siltstone","Lower","sandstone","247.2","242","UK","1","3"
"str","Mersey","","","","293.52","283.5","AU","1","7"
"str","Middle Buntsandstein","","","""siliciclastic"",sandstone","251.2","247.2","DE","4","4"
"str","Middle Buntsandstein","Eichsfeld Sandstein","","sandstone","251.2","248.9","DE","1","1"
"str","Middle Buntsandstein","Hardegsen","","sandstone","248.9","247.2","DE","2","2"
"str","Middle Buntsandstein","Hardegsen","Kristallsandstein","breccia,sandstone","248.9","247.2","DE","2","2"
"str","Middle Buntsandstein","Hardegsen","Oberes Konglomerat","","248.9","247.2","DE","1","1"
"str","Middle Buntsandstein","Hardegsen Sandstone","","sandstone","248.9","247.2","DE","1","1"
"str","Middle Buntsandstein","Solling","Bausandstein","sandstone","248.9","247.2","DE","1","3"
"str","Middle Buntsandstein","Solling","Chirotherien Sandstein","sandstone","247.2","245.5","DE","2","2"
"str","Middle Buntsandstein","Solling","Chirotherium Sandstone","sandstone","247.2","245.5","DE","1","2"
"str","Middle Buntsandstein","Solling","Trendelburg/Karlshafen Beds","sandstone","248.9","247.2","DE","1","1"
"str","Middle Buntsandstein","Volpriehausen","","sandstone","251.2","248.9","DE","2","2"
"str","Middle Ecca","","","","290.1","273.01","BW,ZA","3","63"
"str","Middle Ecca","Vryheid","","""shale""","283.5","273.01","ZA","6","87"
"str","Middle Muschelkalk","","","marl","247.2","242","ES","1","1"
"str","Miharaiyama","","","conglomerate/sandstone","251.902","247.2","JP","1","1"
"str","Miharaiyama","Gannosudani","","""siliciclastic"",conglomerate/sandstone","251.2","247.2","JP","2","2"
"str","Mitu","","","""shale""/""limestone""","290.1","273.01","PE","1","2"
"str","Monongahela","","","","298.9","251.902","US","1","1"
"str","Muschelkalk","","","""limestone"",""limestone""/claystone,dolomite/marl,grainstone,grainstone/mudstone,marl,packstone,rudstone,sandstone","239.7","237","CH,DE,ES,FR,IT,PL","156","473"
"str","Muschelkalk","","Bank der klein terrebrat","""limestone""","242","237","DE","1","30"
"str","Muschelkalk","","Ceratitenschichten","""limestone""","242","237","DE","1","5"
"str","Muschelkalk","","Cycloidesschichten","""limestone""","247.2","237","DE","1","1"
"str","Muschelkalk","","Discoceratitenschichten","","242","237","DE","1","1"
"str","Muschelkalk","","Encrinus-Platten","""reef rocks""/lime mudstone","243.8","242","DE","1","20"
"str","Muschelkalk","","Lower Plattenkalk","""limestone""","242","239.7","DE","1","1"
"str","Muschelkalk","","Mendola","dolomite","247.2","242","IT","2","3"
"str","Muschelkalk","","orbicularis","marl","247.2","242","DE","1","1"
"str","Muschelkalk","","Wellenkalk","""limestone""","247.2","242","DE","1","7"
"str","Muschelkalk","Cañete","","""limestone""/dolomite","242","237","ES","1","12"
"str","Muschelkalk","Ceratites Beds","Lower","packstone/wackestone","247.2","242","DE","1","6"
"str","Muschelkalk","Ceratites Beds","Middle","packstone/wackestone","242","237","DE","2","14"
"str","Muschelkalk","Chorzow","","","247.2","242","PL","1","9"
"str","Muschelkalk","Erfurt","Grenzbonebed","","239.7","237","DE","1","1"
"str","Muschelkalk","Jena","Schaumkalkbänke","""limestone""","244.7","242","DE","4","23"
"str","Muschelkalk","Jena","Wellenkalk","","247.2","242","DE","1","1"
"str","Muschelkalk","Jena","Wellenkalk-1","""limestone""","245.5","244.7","DE","1","1"
"str","Muschelkalk","Jena","Wellenkalk-3","""limestone""","244.7","243.8","DE","3","6"
"str","Muschelkalk","Karchowice","","""reef rocks""","244.7","242","PL","2","18"
"str","Muschelkalk","Karlstadt","","""limestone""","244.7","243.8","DE","1","1"
"str","Muschelkalk","Karlstadt","Orbicularismergel","""carbonate""","243.8","242","DE","2","8"
"str","Muschelkalk","Landete","","dolomite","243.8","242","ES","1","1"
"str","Muschelkalk","Meissner","","""limestone"",lime mudstone,mudstone","242","237","DE","7","10"
"str","Muschelkalk","Meissner","Hohenlohe","","242","237","DE","1","1"
"str","Muschelkalk","Osnabrück","Basal Upper Terebratula","","244.7","243.8","DE","1","1"
"str","Muschelkalk","Rottweil","","dolomite","247.2","237","DE","1","1"
"str","Muschelkalk","Trochitenkalk","","""carbonate"",""limestone""","242","237","DE","10","230"
"str","Muschelkalk","Trochitenkalk","Crailsheim","""carbonate""","243.8","242","DE","1","2"
"str","Muschelkalk","Vossenveld","Lower Wellenkalk layer 9","""limestone"",mudstone","247.2","242","NL","2","24"
"str","Muschelkalk","Wellenkalk","","wackestone","247.2","242","DE","1","5"
"str","Muzduk","","","""limestone""","290.1","283.5","CN","1","1"
"str","Naco","Colina","","""limestone""","283.5","273.01","US","10","17"
"str","Naco","Colina Limestone","","""limestone""","283.5","273.01","US","1","1"
"str","Nahe","Donnersberg","","","293.52","290.1","DE","1","1"
"str","Nahe","Wadern","","claystone","293.52","290.1","DE","1","1"
"str","Nakhlak","Alam","","""shale""/conglomerate,""shale""/sandstone","247.2","244.7","IR","2","38"
"str","Namlang","Nangung","","""shale"",""siliciclastic"",mudstone/siltstone,sandstone,sandstone/""shale"",siltstone","259.51","254.14","NP","21","101"
"str","Namlang","Senja","Galte","sandstone","254.14","251.902","NP","6","72"
"str","Namlang","Senja","Kuwa","""siliciclastic""","254.14","251.902","NP","1","4"
"str","Namlang","Senja","Kyobra","sandstone","254.14","251.902","NP","1","5"
"str","Namlang","Senja","Luri","""siliciclastic"",sandstone","254.14","251.902","NP","31","97"
"str","Namlang","Senja","Nambdo","""shale""/siltstone,""siliciclastic""","254.14","251.902","NP","4","18"
"str","Namlang","Senja","Ngawal","siltstone/""shale""","254.14","251.902","NP","6","35"
"str","Namlang","Senja","Nisal","""siliciclastic"",sandstone","254.14","251.902","NP","64","312"
"str","Namlang","Senja","Pija","""limestone""/siltstone,""shale""/""limestone"",""siliciclastic"",sandstone,siltstone","254.14","251.902","NP","10","26"
"str","Namlang","Senja","Popa","""siliciclastic"",sandstone","254.14","251.902","NP","4","10"
"str","Namlang","Senja","Puchenpra","sandstone","254.14","251.902","NP","4","25"
"str","Nanpihe","","","chert","259.51","254.14","CN","4","36"
"str","Narrabeen","","","""shale""","254.14","251.902","AU","1","1"
"str","Narrabeen","Bulgo Sandstone","","sandstone","251.4","247.2","AU","1","2"
"str","Narrabeen","Coal Cliff Sandstone","","""shale""/siltstone","251.902","251.2","AU","1","1"
"str","Narrabeen","Newport","","","251.2","242","NZ","1","2"
"str","Narrabeen","Terrigal","","""shale"",conglomerate","248.9","244.7","AU","2","22"
"str","Naxing","","","","254.14","251.902","CN","1","1"
"str","New Red Sandstone","Kingscourt Gypsum","","""shale""","259.51","254.14","IE","1","6"
"str","New Red Sandstone","Kingscourt Gypsum","Lower Gypsum","evaporite/""shale""","259.51","254.14","IE","6","56"
"str","New Red Sandstone","Kingscourt Gypsum","Lower Mudstone","mudstone/""shale""","259.51","254.14","IE","4","49"
"str","New Red Sandstone","Kingscourt Gypsum","Middle Mudstone","mudstone/claystone","259.51","254.14","IE","1","7"
"str","New Red Sandstone","Kingscourt Gypsum","Upper Gypsum","evaporite/mudstone","259.51","254.14","IE","1","6"
"str","New Red Sandstone","Kingscourt Gypsum","Upper Mudstone","mudstone/""shale""","259.51","254.14","IE","1","7"
"str","New Red Sandstone","Kingscourt Sandstone","Middle Sandstone","sandstone/""shale""","251.902","251.4","IE","2","20"
"str","New Red Sandstone","Kingscourt Sandstone","Siltstone","siltstone/sandstone","251.902","251.4","IE","1","8"
"str","Newcastle Coal Measures","","","mudstone","259.51","254.14","AU","1","3"
"str","Newcastle Coal Measures","Croudace Bay","Belmont Conglomerate","chert","254.14","251.902","AU","17","150"
"str","Newcastle Coal Measures","Lambton","","""siliciclastic""","259.51","254.14","AU","1","1"
"str","Ngao","Huai Tak","","""shale""","254.14","251.902","TH","3","51"
"str","Nishitama","","","""limestone""","290.1","283.5","JP","1","3"
"str","North Etal","","","""siliciclastic"",siltstone","242","237","NZ","19","40"
"str","Nuoyin River","Hajier","","","259.51","254.14","CN","1","52"
"str","Nuoyinhe","Caodigou","","","259.51","254.14","CN","1","2"
"str","Nuoyinhe","Hajier","","","259.51","254.14","CN","5","16"
"str","Nuoyinhe","Zhongshigong","","""siliciclastic""","259.51","254.14","CN","1","3"
"str","Odernheim - Lauterecken","","","sandstone/siltstone","315.2","259.51","DE","1","14"
"str","Odernheim-Lauterecken","","","sandstone/siltstone,siltstone/""limestone""","298.9","259.51","DE","3","28"
"str","Ohirayama","Takaoka","","""limestone""","266.9","264.28","JP","1","5"
"str","Owens Valley","","","wackestone/packstone","290.1","283.5","US","1","2"
"str","Owens Valley","Osborne Canyon","","""limestone""","293.52","290.1","US","1","2"
"str","Owens Valley","Santa Rosa Flat","","""limestone""","290.1","283.5","US","1","1"
"str","Owens Valley","Santa Rosa Flat","10","""limestone""","283.5","273.01","US","31","34"
"str","Owens Valley","Santa Rosa Flat","7","""limestone""","290.1","283.5","US","20","35"
"str","Owens Valley","Santa Rosa Flat","8","""limestone""","290.1","283.5","US","9","12"
"str","Owens Valley","Santa Rosa Flat","9","""limestone""","290.1","283.5","US","5","6"
"str","Paganzo","Arroyo Totoral","","","298.9","293.52","AR","1","15"
"str","Paganzo","Bajo de Veliz","","","298.9","293.52","AR","1","11"
"str","Paganzo","Talampaya","","sandstone","251.2","247.2","AR","1","1"
"str","Paganzo","Tarjados","","sandstone","251.902","237","AR","2","2"
"str","Paganzo","Tasa Cuna","","","298.9","293.52","AR","1","20"
"str","Panchet","","","","251.902","247.2","IN","1","12"
"str","Parapara","Flowers","","","266.9","264.28","NZ","3","32"
"str","Park City","Gerster","","""limestone"",grainstone,packstone,packstone/lime mudstone,siltstone,wackestone,wackestone/packstone","259.51","254.14","US","205","1192"
"str","Park City","Plympton","","""limestone"",dolomite,packstone","264.28","259.51","US","4","18"
"str","Passa Dois","Corumbataí","","""limestone"",breccia,marl,sandstone,siltstone,siltstone/grainstone","264.28","254.14","BR","28","126"
"str","Passa Dois","Irati","","""limestone"",""limestone""/""shale"",""shale"",""shale""/""limestone"",dolomite,siltstone","264.28","259.51","BR","15","33"
"str","Passa Dois","Irati","Assistencia","""limestone"",""limestone""/""mixed carbonate-siliciclastic"",""shale"",grainstone,lime mudstone,lime mudstone/chert,mudstone","283.5","273.01","BR","10","18"
"str","Passa Dois","Rio do Rasto","","","259.51","251.902","BR","4","68"
"str","Passa Dois","Rio do Rasto","Morro Pelado","""siliciclastic"",claystone/conglomerate,mudstone/siltstone,sandstone,sandstone/siltstone","259.51","251.902","BR","7","32"
"str","Passa Dois","Rio do Rasto","Serrinha/Morro Pelado","siltstone","266.9","254.14","BR","1","4"
"str","Passa Dois","Rio do Rastro","Serrinha","siltstone","266.9","259.51","BR","1","1"
"str","Passa Dois","Teresina","","","259.51","254.14","BR","2","9"
"str","Pease River","San Angelo","","""shale""/conglomerate,""shale""/sandstone","283.5","266.9","US","4","16"
"str","Pease River","San Angelo","Flowerpot Shale","""shale"",""shale""/""siliciclastic"",""shale""/conglomerate,""shale""/sandstone,claystone/conglomerate,claystone/sandstone,sandstone/""shale"",siltstone","283.5","266.9","US","11","33"
"str","Permian  Maizuru","","","""limestone"",""shale"",conglomerate","259.51","251.902","JP","3","3"
"str","Permian  Maizuru","Nukada","","""limestone""","273.01","259.51","JP","1","1"
"str","Phuket","","","","293.52","290.1","TH","1","1"
"str","Phuket","Lower","","""limestone"",mudstone,sandstone,siltstone","298.9","293.52","TH","11","38"
"str","Pictou","Hillsborough River","","","290.1","283.5","CA","1","2"
"str","Pictou","Kildare Capes","","","298.9","290.1","CA","1","15"
"str","Pillahuinco","Bonete","","""shale"",""siliciclastic"",mudstone/quartzite,quartzite,sandstone","293.52","283.5","AR","17","50"
"str","Pillahuinco","Piedra Azul","","""shale""/sandstone","293.52","290.1","AR","1","1"
"str","Pillahuinco","Sauce Grande","","sandstone","293.52","290.1","AR","1","1"
"str","Pingdingshan","Shihhotse","","mudstone","290.1","273.01","CN","1","1"
"str","Poatina","","","siltstone","283.5","273.01","AU","1","1"
"str","Poatina","Garcia Sandstone","","sandstone","273.01","266.9","AU","1","1"
"str","Pondo","","","sandstone","298.9","290.1","CN","1","3"
"str","Port Hardy","Greville","Deserter Bay","","259.51","254.14","NZ","1","1"
